algorithm,pollution_type,fitness_tbr,precision_tbr,generalization_tbr,percentage
None,None,1.0,0.3865922797773559,0.8289088704041992,
IM_0.0,None,1.0,0.41026910330981947,0.8824713810137513,
IM_0.0,DeleteActivityPolluter,1.0,0.41026910330981947,0.8824713810137513,0.1
IM_0.0,DeleteActivityPolluter,1.0,0.41026910330981947,0.8824713810137513,0.2
IM_0.0,DeleteActivityPolluter,1.0,0.41026910330981947,0.8824713810137513,0.3
IM_0.0,DeleteActivityPolluter,1.0,0.41026910330981947,0.8824713810137513,0.4
IM_0.0,DeleteActivityPolluter,1.0,0.41026910330981947,0.8824713810137513,0.5
IM_0.0,DelayedEventLoggingPolluter,0.9935464660745222,0.406468389403543,0.9091061561910734,0.1
IM_0.0,DelayedEventLoggingPolluter,0.98880423198545,0.41091303954393266,0.9101370957517296,0.2
IM_0.0,DelayedEventLoggingPolluter,0.9843586311232666,0.41179973627121524,0.9108170595262303,0.3
IM_0.0,DelayedEventLoggingPolluter,0.9808972671272037,0.42157820206064744,0.9110579520422213,0.4
IM_0.0,DelayedEventLoggingPolluter,0.9795701667937113,0.41182661477837335,0.911278408537498,0.5
IM_0.0,ImpreciseActivityPolluter,1.0,0.41026910330981947,0.8824713810137513,
IM_0.0,AggregatedEventLoggingPolluter,1.0,0.4092409240924092,0.8824713810137513,0.1
IM_0.0,AggregatedEventLoggingPolluter,1.0,0.4178607772490993,0.8824713810137513,0.2
IM_0.0,AggregatedEventLoggingPolluter,1.0,0.4179202992216936,0.8824713810137513,0.3
IM_0.0,AggregatedEventLoggingPolluter,1.0,0.409287806487988,0.8824713810137513,0.4
IM_0.0,AggregatedEventLoggingPolluter,1.0,0.417208707490477,0.8824713810137513,0.5
IM_0.0,InsertAlienActivityPolluter,0.92450073230774,0.31128271511255934,0.9050771784091854,0.1
IM_0.0,InsertAlienActivityPolluter,0.8736957161828994,0.26073717437745114,0.8964268037423264,0.2
IM_0.0,InsertAlienActivityPolluter,0.8377786382823732,0.22905802363192285,0.897646977479073,0.3
IM_0.0,InsertAlienActivityPolluter,0.8143388554726328,0.19911518558742736,0.8913524546593155,0.4
IM_0.0,InsertAlienActivityPolluter,0.7855224549120627,0.17702835108568538,0.8892987281861747,0.5
IM_0.2,None,0.9988525555115314,0.41026910330981947,0.8842139714934686,
IM_0.2,DeleteActivityPolluter,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.1
IM_0.2,DeleteActivityPolluter,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.2
IM_0.2,DeleteActivityPolluter,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.3
IM_0.2,DeleteActivityPolluter,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.4
IM_0.2,DeleteActivityPolluter,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.5
IM_0.2,DelayedEventLoggingPolluter,0.9914774121333726,0.4163615355823529,0.911930001623182,0.1
IM_0.2,DelayedEventLoggingPolluter,0.9869730520886789,0.39862632262855024,0.9128082706830689,0.2
IM_0.2,DelayedEventLoggingPolluter,0.983216849201975,0.41262993981734775,0.9133788600989349,0.3
IM_0.2,DelayedEventLoggingPolluter,0.9810459000774613,0.4074901925006842,0.9136229491572246,0.4
IM_0.2,DelayedEventLoggingPolluter,0.9786146966016815,0.41969366523777296,0.9138265923761085,0.5
IM_0.2,ImpreciseActivityPolluter,0.9988525555115314,0.41026910330981947,0.8842139714934686,
IM_0.2,AggregatedEventLoggingPolluter,0.9988525555115314,0.41005542032812137,0.8842139714934686,0.1
IM_0.2,AggregatedEventLoggingPolluter,0.9988525555115314,0.4196680281089704,0.8842139714934686,0.2
IM_0.2,AggregatedEventLoggingPolluter,0.9988525555115314,0.41970572057205724,0.8842139714934686,0.3
IM_0.2,AggregatedEventLoggingPolluter,0.9988525555115314,0.408790241621629,0.8842139714934686,0.4
IM_0.2,AggregatedEventLoggingPolluter,0.9988525555115314,0.4191419141914191,0.8842139714934686,0.5
IM_0.2,InsertAlienActivityPolluter,0.9257327285670947,0.31237952932387003,0.9066304950039333,0.1
IM_0.2,InsertAlienActivityPolluter,0.8805145538246659,0.2606068138389598,0.9056215277743254,0.2
IM_0.2,InsertAlienActivityPolluter,0.8433370927677298,0.22279206816914865,0.9038694870351145,0.3
IM_0.2,InsertAlienActivityPolluter,0.812187578632331,0.19662407319766528,0.8940504626354182,0.4
IM_0.2,InsertAlienActivityPolluter,0.7835354987591696,0.17799029626047214,0.8962556370627301,0.5
ALPHA,None,0.4100338691531681,0.34886042255864247,0.9021495442220508,
ALPHA,DeleteActivityPolluter,0.4100338691531681,0.34886042255864247,0.9021495442220508,0.1
ALPHA,DeleteActivityPolluter,0.4100338691531681,0.34886042255864247,0.9021495442220508,0.2
ALPHA,DeleteActivityPolluter,0.4100338691531681,0.34886042255864247,0.9021495442220508,0.3
ALPHA,DeleteActivityPolluter,0.4100338691531681,0.34886042255864247,0.9021495442220508,0.4
ALPHA,DeleteActivityPolluter,0.4100338691531681,0.34886042255864247,0.9021495442220508,0.5
ALPHA,DelayedEventLoggingPolluter,0.39526711436113265,0.4078816095776522,0.9021495442220508,0.1
ALPHA,DelayedEventLoggingPolluter,0.38537692552297237,0.4070318344277284,0.9021495442220508,0.2
ALPHA,DelayedEventLoggingPolluter,0.3764439452559202,0.40596273291925467,0.9021495442220508,0.3
ALPHA,DelayedEventLoggingPolluter,0.3669605316363379,0.40587991718426497,0.9021495442220508,0.4
ALPHA,DelayedEventLoggingPolluter,0.36423579322482097,0.40293250327653996,0.9021495442220508,0.5
