algorithm,percentage,alien_activity_nr,pollution_pattern,fitness_tbr_cl-bm,precision_tbr_cl-bm,generalization_tbr_cl-bm,fitness_tbr_cl-cm,precision_tbr_cl-cm,generalization_tbr_cl-cm,fitness_tbr_pl-pm,precision_tbr_pl-pm,generalization_tbr_pl-pm,fitness_tbr_pl-cm,precision_tbr_pl-cm,generalization_tbr_pl-cm,fitness_tbr_cl-pm,precision_tbr_cl-pm,generalization_tbr_cl-pm,target_precision,distribution,parameters,mean_delay,precise_activity_labels,new_activity_label
IM_0.0,0.1,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6600747205588062,0.9259642810904889,1.0,0.6245652265012781,0.9155611360907944,1.0,0.35855094514363206,0.6241752476325418,,,,,,
IM_0.0,0.2,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6295137155511181,0.9470746680570319,1.0,0.6033477942713779,0.9155611360907944,1.0,0.37003520116027855,0.6280302810584104,,,,,,
IM_0.0,0.3,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6164470522624931,0.9502458478292145,1.0,0.5855748108371979,0.9155611360907944,1.0,0.37003520116027855,0.6280302810584104,,,,,,
IM_0.0,0.4,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.5995151689974427,0.9519280609442063,1.0,0.5614627901880961,0.9155611360907944,1.0,0.37003520116027855,0.6280302810584104,,,,,,
IM_0.0,0.5,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.585153859341961,0.9528477249404563,1.0,0.5426023598499266,0.9155611360907944,1.0,0.37003520116027855,0.6280302810584104,,,,,,
IM_0.0,0.6,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.46849212911174876,0.9525732112355305,1.0,0.5123068057870799,0.9155611360907944,1.0,0.3087190798802584,0.6178583922466834,,,,,,
IM_0.0,0.7,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.5670764957045116,0.9411354539956349,1.0,0.4931274343402632,0.9155611360907944,1.0,0.35855094514363206,0.6241752476325418,,,,,,
IM_0.0,0.8,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.536159513762872,0.9540440966118375,1.0,0.4812746111095596,0.9155611360907944,1.0,0.37003520116027855,0.6280302810584104,,,,,,
IM_0.0,0.9,sqrt,InsertAlienActivityPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.5445734814938592,0.9415016688676762,1.0,0.468113576150079,0.9155611360907944,1.0,0.35855094514363206,0.6241752476325418,,,,,,
IM_0.0,0.1,,AggregatedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,hour,,,,,
IM_0.0,0.2,,AggregatedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,hour,,,,,
IM_0.0,0.3,,AggregatedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,hour,,,,,
IM_0.0,0.4,,AggregatedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,hour,,,,,
IM_0.0,0.5,,AggregatedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,hour,,,,,
IM_0.0,0.6,,AggregatedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,1.0,0.6516433477104342,0.9155611360907944,hour,,,,,
