algorithm,percentage,distribution,parameters,mean_delay,pollution_pattern,fitness_tbr_cl-bm,precision_tbr_cl-bm,generalization_tbr_cl-bm,fitness_tbr_cl-cm,precision_tbr_cl-cm,generalization_tbr_cl-cm,fitness_tbr_pl-pm,precision_tbr_pl-pm,generalization_tbr_pl-pm,fitness_tbr_pl-cm,precision_tbr_pl-cm,generalization_tbr_pl-cm,fitness_tbr_cl-pm,precision_tbr_cl-pm,generalization_tbr_cl-pm
IM_0.0,0.1,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.29622428438159765,0.8836890658130532,0.9789829233430567,0.4194321191773658,0.9098106126932308,1.0,0.29645798194265305,0.8836890658130532
IM_0.0,0.2,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.31461992011665507,0.8893717017047534,0.9701864837702804,0.43063339429335534,0.9097479755132695,1.0,0.3219086600603188,0.8893717017047534
IM_0.0,0.3,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.2727323602107914,0.891733233978378,0.9558219726272692,0.4356366675954305,0.9108714474180438,1.0,0.2863944665849172,0.891733233978378
IM_0.0,0.4,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.1599777855855652,0.9285143183413945,0.9492600469487139,0.45639160198206974,0.9112320577351742,1.0,0.17469775075706795,0.9017430193078124
IM_0.0,0.5,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.25224685440383465,0.8795451024807655,0.9433231021212262,0.47748773928175925,0.9108194783651831,1.0,0.2685610846752874,0.8795451024807655
IM_0.0,0.6,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.24473370596035382,0.8803275589044419,0.933607483669678,0.4703529172458216,0.9112364085665843,1.0,0.26012309126535405,0.8803275589044419
IM_0.0,0.7,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.1623825123055498,0.9276235362793827,0.9319894232857062,0.5085048512158487,0.909073750955381,0.9999808046683046,0.17501086358237494,0.9273643332026509
IM_0.0,0.8,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.22833750107114759,0.8524492439472006,0.926332879859133,0.512271869100063,0.9109580723909592,1.0,0.24179262539713098,0.8524492439472006
IM_0.0,0.9,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.41026910330981947,0.8824713810137513,1.0,0.25366737643274584,0.8949835145369452,0.9270775241754389,0.5190251292104795,0.9101661739900975,1.0,0.2855627240143369,0.8949835145369452
IM_0.2,0.1,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.9530357511585695,0.3783153710922571,0.8568911600377713,0.9770346000130822,0.4290216995999515,0.9124715632268773,0.9533224220470207,0.3687177441151108,0.8568967970076447
IM_0.2,0.2,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.9542384742239645,0.37296503531913816,0.862593288844847,0.9653552981112848,0.4415028343987456,0.9130860381932302,0.954594784851195,0.3689076604128304,0.862598891246562
IM_0.2,0.3,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.9471167664571659,0.47934664246823955,0.9188927248760299,0.953756069585224,0.43825705801951265,0.9133978812215815,0.9678715673744499,0.41160585693710994,0.9121428648306564
IM_0.2,0.4,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.9998151154401156,0.36404193620343517,0.8434311205567618,0.9458189522597796,0.46560139453805927,0.9128039452771901,1.0,0.375552511179466,0.8434011348794754
IM_0.2,0.5,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.9794998267233391,0.3052212294111315,0.861655304286546,0.9391440252193015,0.47265832889835013,0.9136570979169348,0.9795392276673454,0.3181813153382377,0.8616554688884579
IM_0.2,0.6,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.9995678865523066,0.3546337634303096,0.8697974008760572,0.9372257986170386,0.4830289935879565,0.91381859638973,1.0,0.375552511179466,0.8697307540439478
IM_0.2,0.7,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.999800576578594,0.349123214919419,0.8825164513569548,0.9333288660915193,0.5085921613970734,0.9127171165469646,1.0,0.375552511179466,0.8697307540439478
IM_0.2,0.8,gamma,"{'shape': 2, 'scale': 2}",3389.5438110985406,DelayedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,0.9988525555115314,0.41026910330981947,0.8842139714934686,0.982475559050879,0.27679362689511244,0.8949544895862809,0.9266202377001022,0.5040620077924232,0.9134155953054142,0.9829784401939723,0.2967404154703598,0.8863472219898896
