algorithm,percentage,pollution_pattern,fitness_tbr_cl-bm,precision_tbr_cl-bm,generalization_tbr_cl-bm,fitness_tbr_cl-cm,precision_tbr_cl-cm,generalization_tbr_cl-cm,fitness_tbr_pl-pm,precision_tbr_pl-pm,generalization_tbr_pl-pm,fitness_tbr_pl-cm,precision_tbr_pl-cm,generalization_tbr_pl-cm,fitness_tbr_cl-pm,precision_tbr_cl-pm,generalization_tbr_cl-pm,precise_activity_labels,new_activity_label
IM_0.0,0.9,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5087010323214606,0.9157631825621828,0.998540095721968,0.5275760977758371,0.9153989144447192,1.0,0.471596563431831,0.9157628885736522,,
IM_0.0,0.1,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5038136903287445,0.9152913244669294,0.9985245801036244,0.5283807822667541,0.9153990818938852,1.0,0.4660574243841284,0.9152908630292328,,
IM_0.0,0.2,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5094277489031385,0.9157632244614844,0.9985266853495444,0.5284259002748252,0.9153989628364014,1.0,0.471596563431831,0.9157628885736522,,
IM_0.0,0.3,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5048001442388604,0.915624794394606,0.9985776958265646,0.5300399631238228,0.9153988725207028,1.0,0.4660574243841284,0.9156245423300916,,
IM_0.0,0.4,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5051982207957298,0.9156249200925352,0.9985324733954326,0.5293204514957793,0.9153990176920254,1.0,0.4660574243841284,0.9156245423300916,,
IM_0.0,0.5,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5119386530845021,0.9157632663360958,0.998546953959594,0.5319925704113592,0.915399004711013,1.0,0.471596563431831,0.9157628885736522,,
IM_0.0,0.6,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5113833206651517,0.9160968618630416,0.9985348790957196,0.5299272320407031,0.9153989209371,1.0,0.471596563431831,0.9160965678745112,,
IM_0.0,0.7,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5031212790960238,0.9156248363186223,0.9985546324360784,0.5272108197843306,0.9153989274282308,1.0,0.4660574243841284,0.9156245423300916,,
IM_0.0,0.8,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5113264990626591,0.9160968618630416,0.9985222222908312,0.5310178132462654,0.9153989144447192,1.0,0.471596563431831,0.9160965678745112,,
IM_0.0,0.9,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5082666921312727,0.915291115093747,0.9985416738904,0.5338169925472234,0.9153988790130836,1.0,0.4660574243841284,0.9152908630292328,,
IM_0.0,0.1,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5021659506719915,0.9242941031456734,0.9958904977416388,0.599493998825811,0.9244737586180388,1.0,0.3582200807497505,0.920419394296641,,
IM_0.0,0.2,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5441115492652654,0.9254644127454345,0.9929870552757668,0.5954052692730148,0.924965659248726,1.0,0.3838849258534753,0.9254644127454345,,
IM_0.0,0.3,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,0.9999997764616274,0.5183796457169274,0.9238745528484658,0.990325176639877,0.6132328098481487,0.9250001395479884,0.9999998491976309,0.3515778732754136,0.9166974635407767,,
IM_0.0,0.4,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5221614763376127,0.9253799394261844,0.9884331852493358,0.6150813561637706,0.9250288128185732,1.0,0.3649269001655708,0.9253799394261844,,
IM_0.0,0.5,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.4898021809751046,0.927722477764423,0.9863886660459088,0.6052612933781777,0.92539651515518,1.0,0.3441345454780146,0.927075952313566,,
IM_0.0,0.6,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.510358078832975,0.9285853282536694,0.9852158498274136,0.6132186593581352,0.9253947760701038,1.0,0.3519665886622856,0.9285853282536694,,
IM_0.0,0.7,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.4958501820019818,0.9234439446789712,0.984927559942778,0.6162553848959462,0.9264142276171656,1.0,0.346111425905765,0.9228850894959932,,
IM_0.0,0.8,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5062436845989234,0.926975543970806,0.983322077480414,0.626807697140355,0.925487377328426,1.0,0.3573779149134473,0.926975543970806,,
IM_0.0,0.9,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5079280349706496,0.92891840588998,0.9830358270012488,0.60915859564038,0.9256223067046432,1.0,0.3536265100376853,0.92891840588998,,
IM_0.0,0.1,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5703628834993034,0.9320648802434656,0.9396343457067132,0.6305172384392361,0.9227778685867076,1.0,0.3589448668634334,0.8025891538699077,,
IM_0.0,0.2,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5746800227947585,0.9284895164346116,0.8906315084016646,0.6643720760366972,0.922640283765524,1.0,0.3496108929006362,0.791664096976437,,
IM_0.0,0.3,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.6393151751700011,0.9409441541326892,0.8456792635585637,0.7003542644567553,0.9194892149114368,0.999999842462922,0.3543667416242877,0.8221048371755824,,
IM_0.0,0.4,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.6524341432832431,0.9279901854885216,0.8061379949823159,0.6899881026573383,0.9123606030990948,0.9999450496088348,0.3533976221415109,0.7962617500466411,,
IM_0.0,0.5,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.6125399081505354,0.9205923715296565,0.7697378664921432,0.6907464019105238,0.902551244165743,0.999913296840077,0.3457608977111872,0.7748235009199974,,
IM_0.0,0.6,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.6935701504170502,0.9300962055416988,0.7376969302905947,0.7255838639478394,0.9009394211491212,0.9999903645585018,0.3602974304201117,0.8091081875303802,,
IM_0.0,0.7,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.7149716234987922,0.902668907951976,0.7101403023974471,0.7281336282882506,0.8892519611244201,0.9999116258319456,0.3595449275724297,0.7893598100322223,,
IM_0.0,0.8,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.6843563279436206,0.9180615665606368,0.682029273488848,0.734796889463898,0.8875791926001964,0.9999284432548668,0.349790660926334,0.8129207355907603,,
IM_0.0,0.9,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.7342040731374919,0.9121032705584564,0.656576958312142,0.7568903195841017,0.8700357427970117,0.9997168455311464,0.3515844878024005,0.8004314775850375,,
IM_0.2,0.1,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8916925873759194,0.5913904424174009,0.873628660399738,0.9251383314940266,0.6444023812036864,0.9141587921275665,0.9012990987495102,0.4402374936600471,0.6028673409920833,,
IM_0.2,0.2,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.807509733209013,0.6169450891360103,0.8956717155048983,0.9251383314940266,0.6053297851886155,0.9141587921275665,0.7986465701701985,0.3091280512315266,0.627488912428859,,
IM_0.2,0.3,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8184881715526717,0.5226756505859531,0.8637912638292237,0.9251383314940266,0.5858887287719018,0.9141587921275665,0.8014738986208189,0.3477000034980315,0.5992995098728158,,
IM_0.2,0.4,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8083014818917772,0.5949235902547167,0.9160727246691424,0.9251383314940266,0.5566874957023381,0.9141587921275665,0.7941966398413416,0.3802453914555264,0.6594738242537972,,
IM_0.2,0.5,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.7984383244772216,0.6014046421004194,0.9116123219438216,0.9251383314940266,0.5379621679319426,0.9141587921275665,0.7333672273612953,0.3418416850563862,0.6483066037733745,,
IM_0.2,0.6,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8340572751598279,0.6170188883737583,0.9134583596501622,0.9251383314940266,0.5169578819538118,0.9141587921275665,0.7929629854431535,0.4039797559746672,0.6510774421016788,,
IM_0.2,0.7,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8374229146611439,0.6114836880809081,0.9377773660907568,0.9251383314940266,0.4949961097764387,0.9141587921275665,0.7629574075813902,0.3435511557695439,0.6706437135080577,,
IM_0.2,0.8,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.828527162547984,0.5817485852403294,0.9228888410948284,0.9251383314940266,0.478343330661803,0.9141587921275665,0.7386076691143935,0.3671300690053012,0.6457951550465795,,
IM_0.2,0.9,InsertAlienActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8375378976392649,0.5713174282352627,0.9260699638195872,0.9251383314940266,0.4584295697745661,0.9141587921275665,0.7378220827793918,0.3687824013633836,0.6507752922612398,,
IM_0.2,0.1,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.995202156818922,0.6144796313506344,0.9110552627210724,0.9223093476892332,0.694220415910927,0.9141607430661852,0.9971843272494264,0.581889114074631,0.9110411211913888,,
IM_0.2,0.2,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9982046914493432,0.6523726438115232,0.9195209181494528,0.9223650207844082,0.6949791481434069,0.9141599234965336,0.998204807678464,0.6010842865557465,0.9195197628172432,,
IM_0.2,0.3,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9982041994489304,0.6491583980582013,0.9195222756772804,0.9223851523997316,0.6918054347445511,0.9141612946650554,0.998204807678464,0.6010842865557465,0.9195197628172432,,
IM_0.2,0.4,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.998205144303528,0.6505484691294914,0.919521734989776,0.9223170470161268,0.6943549618483293,0.9141607451553068,0.998204807678464,0.6010842865557465,0.9195197628172432,,
IM_0.2,0.5,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9919330228782778,0.6217092788169836,0.918267740014699,0.9223604758365302,0.6926035052644299,0.9141598785314684,0.993892726409454,0.59103256560389,0.9182543598909584,,
IM_0.2,0.6,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9949132015939128,0.6590359960634148,0.9267347346562472,0.9223502395497594,0.6938518797068837,0.9141605140576572,0.9949132068384918,0.6102277380850056,0.9267330015168128,,
IM_0.2,0.7,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9397064558438912,0.7014646299211603,0.9261019998857278,0.92238803694834,0.7004119173121809,0.9141601448023828,0.939813206149732,0.6585848016830669,0.9261004534717882,,
IM_0.2,0.8,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9952089161568078,0.615051143039645,0.9110892290867726,0.9223207201114072,0.6991832262393552,0.9141598848166128,0.9971843272494264,0.581889114074631,0.9110411211913888,,
IM_0.2,0.9,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9949130012837818,0.6584731437552614,0.9267338276955708,0.922431922343636,0.6921454642624844,0.9141596110085386,0.9949132068384918,0.6102277380850056,0.9267330015168128,,
IM_0.2,0.1,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9943524867739588,0.6175250876923853,0.918009180602398,0.922391391542017,0.6940613948729802,0.914160501585903,0.9962878919813868,0.5849626822087569,0.917980552215962,,
IM_0.2,0.2,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9429950147262702,0.6932803811082099,0.918889271556612,0.922389506295467,0.7014022379315311,0.9141606557675138,0.9431048069897042,0.6494413501538078,0.9188872147722186,,
IM_0.2,0.3,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9952570675276272,0.6171149292351674,0.9110685937704868,0.9223906780709844,0.7012416634301999,0.9141594382884078,0.9971843272494264,0.581889114074631,0.9110411211913888,,
IM_0.2,0.4,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9642380244427328,0.6632282047001695,0.9233654207385228,0.9223514363087658,0.6989954760419657,0.9141609362112296,0.964238068146368,0.6140584980858786,0.9233632672448516,,
IM_0.2,0.5,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9952539366059676,0.6143472145886089,0.9110513375683624,0.9223738177268764,0.6984476978660268,0.9141601550975592,0.9971843272494264,0.581889114074631,0.9110411211913888,,
IM_0.2,0.6,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9982043712085912,0.6526609980676507,0.919521946549325,0.9223684065582246,0.7005445106606188,0.9141609575579396,0.998204807678464,0.6010842865557465,0.9195197628172432,,
IM_0.2,0.7,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9982049892386662,0.652639052512521,0.9195212237520868,0.9223691099605702,0.7005677951280866,0.9141602426745016,0.998204807678464,0.6010842865557465,0.9195197628172432,,
IM_0.2,0.8,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9982047153179466,0.651764686788941,0.9195216462691348,0.9223889483817748,0.69436019995037,0.9141606662190044,0.998204807678464,0.6010842865557465,0.9195197628172432,,
IM_0.2,0.9,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.995180263806917,0.6152037262553108,0.9110668183091648,0.9222989384619098,0.6994022230553437,0.914160484154465,0.9971843272494264,0.581889114074631,0.9110411211913888,,
IM_0.2,0.1,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8630014942422399,0.6521219872644807,0.8909608406401593,0.9203553749617154,0.7056024139580618,0.9242720006687816,0.863176377572815,0.4736670870427839,0.88229730886741,,
IM_0.2,0.2,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8758722986419964,0.6085938232385809,0.8946463620990782,0.9164708722323228,0.7199775718137681,0.9244276118101208,0.8766383627602209,0.4335487991010152,0.8787049774552079,,
IM_0.2,0.3,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9677744452968152,0.5357108152640719,0.8921933184146094,0.9136025199111532,0.7173482536947838,0.9254317078005486,0.9697971404431194,0.3686057544968393,0.8595330308835754,,
IM_0.2,0.4,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9294631598221512,0.6115473875999289,0.8941975693087816,0.9115902377865946,0.7169475363190031,0.9253859773259192,0.935998833499744,0.5123260518283242,0.8789391288170663,,
IM_0.2,0.5,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8529203362417006,0.6892911731147582,0.8873909839449221,0.9096328939664144,0.7214243693506912,0.9281547525810716,0.8577288442821691,0.5808451262618172,0.8778531078981895,,
IM_0.2,0.6,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9407728958670204,0.5541350163106569,0.8930567445200848,0.9083171193713128,0.7271985922157841,0.9282167353689172,0.941365921451372,0.3875701544584583,0.8782918459444116,,
IM_0.2,0.7,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.939365238896874,0.5684571359267898,0.891603972177959,0.906677642479128,0.7290658328675824,0.9285701926229004,0.9399416847062778,0.3878942258369318,0.8794819880339315,,
IM_0.2,0.8,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9433607778144816,0.5671395425474022,0.9104665722916492,0.9062122466097516,0.7220515733334019,0.9297661668391048,0.9441344755649056,0.4115504776519428,0.892040739396608,,
IM_0.2,0.9,DelayedEventLoggingPolluter120_0,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.9658603256251096,0.5937052923367512,0.8993407045610702,0.9048678487525694,0.7216790161486388,0.9291331538877,0.971314737455494,0.4451915375839881,0.875686483578215,,
IM_0.2,0.1,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.879671392057057,0.7040861690724541,0.9247779018526197,0.8763598431280164,0.7576657257402114,0.9280460102424842,0.9143156971297344,0.5825531695626738,0.8843162257346393,,
IM_0.2,0.2,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8915732622827615,0.6881240634528525,0.9280455662154417,0.8316901187470295,0.7826536405036121,0.925348837747473,0.9681510341259932,0.5078522893581345,0.8878449829598205,,
IM_0.2,0.3,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8773001704325225,0.7140425318441115,0.9091792070656756,0.7878681908517751,0.774059253782174,0.9219103194139532,0.946669535036644,0.4836574706070951,0.8560874756852809,,
IM_0.2,0.4,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8892683401738656,0.75187274120056,0.9253955645030728,0.7493495275671669,0.7944433496689108,0.9194848242649926,0.9284379316673588,0.4160361775720884,0.869438703294327,,
IM_0.2,0.5,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.869128504759342,0.7516597644070241,0.9074468101364256,0.7136329707431792,0.8279303731199609,0.918555445457082,0.9358847323955246,0.43100814922591,0.8506632010100115,,
IM_0.2,0.6,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8890912042805937,0.802056953216854,0.9168310975235284,0.682951943350951,0.8195512112771925,0.9045432848232782,0.9463266473616034,0.4330190504880157,0.8771132271004565,,
IM_0.2,0.7,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8671598979792563,0.7846035257132457,0.9231788369076088,0.659340483531663,0.8231170696464811,0.8980067806688355,0.9426986391867076,0.4018572713901336,0.8737033008279855,,
IM_0.2,0.8,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8858540627445806,0.8205221756340703,0.9073851267641628,0.6323161784747384,0.8533583188964209,0.8903728997151897,0.9440077387713496,0.4805132802204778,0.8886475069327,,
IM_0.2,0.9,DeleteActivityPolluter,1.0,0.5610530725384172,0.7968022568517868,0.9251383314940266,0.6954807764326355,0.9141587921275665,0.8811712870783075,0.8402171342165183,0.9004778615644491,0.6154252277616648,0.8318308064740227,0.8740114442878868,0.9078935177482236,0.4386303324404385,0.8715444639371759,,
