,algorithm,percentage,alien_activity_nr,pollution_pattern,fitness_tbr_cl-bm,precision_tbr_cl-bm,generalization_tbr_cl-bm,fitness_tbr_cl-cm,precision_tbr_cl-cm,generalization_tbr_cl-cm,fitness_tbr_pl-pm,precision_tbr_pl-pm,generalization_tbr_pl-pm,fitness_tbr_pl-cm,precision_tbr_pl-cm,generalization_tbr_pl-cm,fitness_tbr_cl-pm,precision_tbr_cl-pm,generalization_tbr_cl-pm,target_precision,distribution,parameters,mean_delay,precise_activity_labels,new_activity_label
0,IM_0.0,0.1,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,0.9898029635542016,0.505280071418307,0.9365323814027852,1.0,0.4399685573462105,0.90970378741793,0.9912295795023616,0.317683944091477,0.829780667821514,,,,,,
1,IM_0.0,0.2,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.435548887365039,0.924525225270864,1.0,0.3645739059419499,0.90970378741793,1.0,0.3122504280578352,0.7906289292030233,,,,,,
2,IM_0.0,0.3,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.4707494337121192,0.9367306555116012,1.0,0.3381094271752726,0.90970378741793,1.0,0.3536071449399837,0.7248006019145883,,,,,,
3,IM_0.0,0.4,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.3679873090375336,0.9370722445937998,1.0,0.3172849590656253,0.90970378741793,0.9999998134897632,0.2949180603007146,0.7919202002992521,,,,,,
4,IM_0.0,0.5,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.4146608618558322,0.938172612718418,1.0,0.2924945883789468,0.90970378741793,1.0,0.338586882378717,0.7380652185822777,,,,,,
5,IM_0.0,0.6,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.3500521330622484,0.9427623568965642,1.0,0.268567418452858,0.90970378741793,1.0,0.2780047205516466,0.7327431020321017,,,,,,
6,IM_0.0,0.7,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.3664921378410978,0.9310330311825176,1.0,0.2248612179547506,0.90970378741793,1.0,0.3588811323375154,0.7214388512812839,,,,,,
7,IM_0.0,0.8,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.3410214421518278,0.9437120805744668,1.0,0.2210095362940883,0.90970378741793,1.0,0.3400133901124097,0.7282997290296661,,,,,,
8,IM_0.0,0.9,sqrt,InsertAlienActivityPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.3012172083010048,0.942828760822712,1.0,0.2080309822567815,0.90970378741793,1.0,0.2780047205516466,0.7327431020321017,,,,,,
9,IM_0.0,0.1,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204208182469188,0.9097059674758856,1.0,0.5204208182469188,0.9097059674758856,1.0,0.51131871034292,0.90970378741793,hour,,,,,
10,IM_0.0,0.2,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204198939404547,0.9097054658674912,1.0,0.5204198939404547,0.9097054658674912,1.0,0.51131871034292,0.90970378741793,hour,,,,,
11,IM_0.0,0.3,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204222047066147,0.9097054658674912,1.0,0.5204222047066147,0.9097054658674912,1.0,0.51131871034292,0.90970378741793,hour,,,,,
12,IM_0.0,0.4,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204057982668792,0.9097051309692586,1.0,0.5204057982668792,0.9097051309692586,1.0,0.51131871034292,0.90970378741793,hour,,,,,
13,IM_0.0,0.5,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204039496539512,0.9097047956759872,1.0,0.5204039496539512,0.9097047956759872,1.0,0.51131871034292,0.90970378741793,hour,,,,,
14,IM_0.0,0.6,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204078779564232,0.9097047956759872,1.0,0.5204078779564232,0.9097047956759872,1.0,0.51131871034292,0.90970378741793,hour,,,,,
15,IM_0.0,0.7,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204011767345593,0.9097049633720528,1.0,0.5204011767345593,0.9097049633720528,1.0,0.51131871034292,0.90970378741793,hour,,,,,
16,IM_0.0,0.8,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204198939404547,0.9097054658674912,1.0,0.5204198939404547,0.9097054658674912,1.0,0.51131871034292,0.90970378741793,hour,,,,,
17,IM_0.0,0.9,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204039496539512,0.9097049633720528,1.0,0.5204039496539512,0.9097049633720528,1.0,0.51131871034292,0.90970378741793,hour,,,,,
18,IM_0.0,0.1,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204175831742949,0.909705633168717,1.0,0.5204175831742949,0.909705633168717,1.0,0.51131871034292,0.90970378741793,day,,,,,
19,IM_0.0,0.2,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204044118071832,0.9097051309692586,1.0,0.5204044118071832,0.9097051309692586,1.0,0.51131871034292,0.90970378741793,day,,,,,
20,IM_0.0,0.3,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204201250170708,0.9097047956759872,1.0,0.5204201250170708,0.9097047956759872,1.0,0.51131871034292,0.90970378741793,day,,,,,
21,IM_0.0,0.4,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204189696339908,0.9097052984677048,1.0,0.5204189696339908,0.9097052984677048,1.0,0.51131871034292,0.90970378741793,day,,,,,
22,IM_0.0,0.5,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204205871703027,0.9097052984677048,1.0,0.5204205871703027,0.9097052984677048,1.0,0.51131871034292,0.90970378741793,day,,,,,
23,IM_0.0,0.6,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204203560936868,0.9097049633720528,1.0,0.5204203560936868,0.9097049633720528,1.0,0.51131871034292,0.90970378741793,day,,,,,
24,IM_0.0,0.7,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204027942708713,0.9097049633720528,1.0,0.5204027942708713,0.9097049633720528,1.0,0.51131871034292,0.90970378741793,day,,,,,
25,IM_0.0,0.8,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204041807305673,0.9097049633720528,1.0,0.5204041807305673,0.9097049633720528,1.0,0.51131871034292,0.90970378741793,day,,,,,
26,IM_0.0,0.9,,AggregatedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5204071847265751,0.9097047956759872,1.0,0.5204071847265751,0.9097047956759872,1.0,0.51131871034292,0.90970378741793,day,,,,,
27,IM_0.0,0.1,,DelayedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.4139253183014172,0.9232994423448854,0.9981042696122387,0.6219733509172332,0.919275573922381,1.0,0.3151525875434069,0.9078006069487558,,gamma,"{'shape': 2, 'scale': 2}",120.0,,
28,IM_0.0,0.2,,DelayedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5226111282415502,0.9317543085936996,0.9965046729944158,0.6095816305406917,0.9205651574587664,1.0,0.3931810654208492,0.9317543085936996,,gamma,"{'shape': 2, 'scale': 2}",120.0,,
29,IM_0.0,0.3,,DelayedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,0.9999991058465096,0.491956790189906,0.9192500141976956,0.9952176400266464,0.6234827983444156,0.9201127501686892,0.9999993967905232,0.3139651034043313,0.8905416569669403,,gamma,"{'shape': 2, 'scale': 2}",120.0,,
30,IM_0.0,0.4,,DelayedEventLoggingPolluter,1.0,0.5095860905551373,0.8796989934874723,1.0,0.51131871034292,0.90970378741793,1.0,0.5300117465879894,0.932389744091516,0.994007892087773,0.6372818728696737,0.9201596513428284,1.0,0.3587009489182404,0.932389744091516,,gamma,"{'shape': 2, 'scale': 2}",120.0,,
