,algorithm,percentage,alien_activity_nr,pollution_pattern,fitness_tbr_cl-bm,precision_tbr_cl-bm,generalization_tbr_cl-bm,fitness_tbr_cl-cm,precision_tbr_cl-cm,generalization_tbr_cl-cm,fitness_tbr_pl-pm,precision_tbr_pl-pm,generalization_tbr_pl-pm,fitness_tbr_pl-cm,precision_tbr_pl-cm,generalization_tbr_pl-cm,fitness_tbr_cl-pm,precision_tbr_cl-pm,generalization_tbr_cl-pm,target_precision,distribution,parameters,mean_delay,precise_activity_labels,new_activity_label
0,IM_0.0,0.1,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.2534196828471129,0.904750732630628,1.0,0.3244119524805027,0.8824713810137513,1.0,0.2143659144142469,0.651545732974502,,,,,,
1,IM_0.0,0.2,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.2090557684312249,0.9066134634692482,1.0,0.2869667130103066,0.8824713810137513,1.0,0.1959563168117792,0.6420404576515919,,,,,,
2,IM_0.0,0.3,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.2082347243167083,0.913178506962126,1.0,0.2604440580201883,0.8824713810137513,1.0,0.2132349270866759,0.651545732974502,,,,,,
3,IM_0.0,0.4,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.1233852343957202,0.8999890112165908,1.0,0.235378228327433,0.8824713810137513,0.9999755094043888,0.1368938944335463,0.7744662925671154,,,,,,
4,IM_0.0,0.5,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.1740809063970088,0.906885055353944,1.0,0.2170144166551517,0.8824713810137513,1.0,0.196538163212541,0.6412278690044042,,,,,,
5,IM_0.0,0.6,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.1821036395865466,0.9066954498208882,1.0,0.2027978081527713,0.8824713810137513,1.0,0.2135561332948173,0.6373101763963862,,,,,,
6,IM_0.0,0.7,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.175815244411204,0.9037318208892074,1.0,0.1901991060544494,0.8824713810137513,1.0,0.2136435669959566,0.6366554740012943,,,,,,
7,IM_0.0,0.8,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.1583741366327626,0.8841793831286523,1.0,0.1770292613527126,0.8824713810137513,1.0,0.2142958013423217,0.6088271443208455,,,,,,
8,IM_0.0,0.9,sqrt,InsertAlienActivityPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.1640428674156608,0.8981305187319972,1.0,0.1680351415626068,0.8824713810137513,1.0,0.2135561332948173,0.6373101763963862,,,,,,
9,IM_0.0,0.1,,AggregatedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.4074231964575483,0.8824713810137513,1.0,0.4074231964575483,0.8824713810137513,1.0,0.4102691033098194,0.8824713810137513,hour,,,,,
10,IM_0.0,0.2,,AggregatedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.4167056299678209,0.8824713810137513,1.0,0.4167056299678209,0.8824713810137513,1.0,0.4102691033098194,0.8824713810137513,hour,,,,,
11,IM_0.0,0.3,,AggregatedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.4161578657865786,0.8824713810137513,1.0,0.4161578657865786,0.8824713810137513,1.0,0.4102691033098194,0.8824713810137513,hour,,,,,
12,IM_0.0,0.4,,AggregatedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.4205619043689921,0.8824713810137513,1.0,0.4205619043689921,0.8824713810137513,1.0,0.4102691033098194,0.8824713810137513,hour,,,,,
13,IM_0.0,0.5,,AggregatedEventLoggingPolluter,1.0,0.3865922797773559,0.8289088704041992,1.0,0.4102691033098194,0.8824713810137513,1.0,0.39736650779546,0.8805832788360737,1.0,0.4191432304201333,0.8824713810137513,1.0,0.3881125471190091,0.8805832788360737,hour,,,,,
