,algorithm,percentage,alien_activity_nr,pollution_pattern,fitness_tbr_cl-bm,precision_tbr_cl-bm,generalization_tbr_cl-bm,fitness_tbr_cl-cm,precision_tbr_cl-cm,generalization_tbr_cl-cm,fitness_tbr_pl-pm,precision_tbr_pl-pm,generalization_tbr_pl-pm,fitness_tbr_pl-cm,precision_tbr_pl-cm,generalization_tbr_pl-cm,fitness_tbr_cl-pm,precision_tbr_cl-pm,generalization_tbr_cl-pm,target_precision,distribution,parameters,mean_delay,precise_activity_labels,new_activity_label
0,IM_0.0,0.1,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.607428793282802,0.9638122760489082,1.0,0.4325897782985064,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
1,IM_0.0,0.2,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.5828636014155653,0.9677300662574068,1.0,0.4003408675946213,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
2,IM_0.0,0.3,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.5571365631445812,0.9691363699322284,1.0,0.3692548738131597,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
3,IM_0.0,0.4,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.541426139646056,0.9698417828397136,1.0,0.350448371479402,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
4,IM_0.0,0.5,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.5232397586891822,0.9702988811495789,1.0,0.3275160749231199,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
5,IM_0.0,0.6,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.5048690532437753,0.9705964588172696,1.0,0.3057744526779713,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
6,IM_0.0,0.7,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.4949243947952549,0.9708137048467814,1.0,0.2958344973481787,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
7,IM_0.0,0.8,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.4807725185701065,0.9709781116359664,1.0,0.2812807862189056,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
8,IM_0.0,0.9,sqrt,InsertAlienActivityPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.4708081379090529,0.9711040169103684,1.0,0.2723924767519062,0.9538582551958512,1.0,0.3252740752887161,0.6467058496943665,,,,,,
9,IM_0.0,0.1,,AggregatedEventLoggingPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.4561610424246868,0.955315249772133,0.9943193248272182,0.5315372407652095,0.9538582032718014,1.0,0.3131550923641504,0.955315249772133,hour,,,,,
10,IM_0.0,0.2,,AggregatedEventLoggingPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.461741006172302,0.955315249772133,0.9941290592578702,0.5405807758901233,0.9538582032718014,1.0,0.3131550923641504,0.955315249772133,hour,,,,,
11,IM_0.0,0.3,,AggregatedEventLoggingPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.4616705998258718,0.9566499669755684,0.9942362494958602,0.5403656030636366,0.9538581773022782,1.0,0.3131550923641504,0.9566499669755684,hour,,,,,
12,IM_0.0,0.4,,AggregatedEventLoggingPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.4667120312328164,0.955315249772133,0.9940799258246986,0.5488122922467266,0.9538582292363252,1.0,0.3131550923641504,0.955315249772133,hour,,,,,
13,IM_0.0,0.5,,AggregatedEventLoggingPolluter,1.0,0.679254229525661,0.9423935156161204,1.0,0.4755180843815833,0.9538582551958512,1.0,0.464495262140193,0.955315249772133,0.9940996690184122,0.5451856856146429,0.9538582032718014,1.0,0.3131550923641504,0.955315249772133,hour,,,,,
