algorithm,percentage,distribution,parameters,mean_delay,pollution_pattern,fitness_tbr_cl-bm,precision_tbr_cl-bm,generalization_tbr_cl-bm,fitness_tbr_cl-cm,precision_tbr_cl-cm,generalization_tbr_cl-cm,fitness_tbr_pl-pm,precision_tbr_pl-pm,generalization_tbr_pl-pm,fitness_tbr_pl-cm,precision_tbr_pl-cm,generalization_tbr_pl-cm,fitness_tbr_cl-pm,precision_tbr_cl-pm,generalization_tbr_cl-pm
IM_0.0,0.1,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.7334979025761202,0.9343195257703462,0.9829537914586531,0.8324203343141552,0.9152107856209538,1.0,0.40722236539116985,0.9343195257703462
IM_0.0,0.2,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.7513687735454164,0.9360452833188669,0.967305734463252,0.8350540686010667,0.9149009990607032,1.0,0.4072629924925799,0.9360452833188669
IM_0.0,0.3,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.7622397468202028,0.9360452833188669,0.956696079447344,0.8327737299801901,0.9147559090513542,1.0,0.41680280443809137,0.9360452833188669
IM_0.0,0.4,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.7477847329485408,0.9360452833188669,0.9491119897482783,0.8257090022985327,0.9108163633591511,1.0,0.39770402364173674,0.9360452833188669
IM_0.0,0.5,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.775107607038469,0.9360452833188669,0.9440754184323173,0.8719777413844718,0.9142983987615565,1.0,0.4072629924925799,0.9360452833188669
IM_0.0,0.6,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.7439522360864826,0.9360452833188669,0.9379966444222295,0.869221935113408,0.9139658284238342,1.0,0.39770402364173674,0.9360452833188669
IM_0.0,0.7,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.8006880404371677,0.9360452833188669,0.9340770593558628,0.874107191538084,0.9140923355309278,1.0,0.4072629924925799,0.9360452833188669
IM_0.0,0.8,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.7334081775434829,0.9360452833188669,0.9325177386570107,0.8152689945926129,0.91035327859623,1.0,0.39770402364173674,0.9360452833188669
IM_0.0,0.9,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,1.0,0.6516433477104342,0.9155611360907944,1.0,0.7048760029752956,0.9336452280113674,0.9280325600478811,0.8320019501950195,0.9136453348661404,1.0,0.3875076139321114,0.9336452280113674
IM_0.2,0.1,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,0.9999831495205912,0.9776138828633406,0.9552056846054118,0.8937962773292761,0.8763440860215054,0.9208779892453669,0.9794460745685791,0.9817966061469088,0.9547572773242837,0.8939388185257521,0.5007378678667691,0.9129504386172437
IM_0.2,0.2,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,0.9999831495205912,0.9776138828633406,0.9552056846054118,0.8934252036626844,0.8904988244914648,0.9452873213256618,0.9634916368295938,0.978083037505788,0.9542886686212849,0.8940349436626679,0.5257175042883843,0.9028118853596333
IM_0.2,0.3,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,0.9999831495205912,0.9776138828633406,0.9552056846054118,0.9994569332633447,0.8535984554270877,0.9536858545362276,0.951978400355961,0.9808238049318088,0.9540545011151886,1.0,0.49884011223294966,0.9536909640324482
IM_0.2,0.4,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,0.9999831495205912,0.9776138828633406,0.9552056846054118,0.8928439686326439,0.8967451010449401,0.948259093602682,0.9436105141872032,0.9802587193100818,0.9534896130406771,0.8940349436626679,0.5257175042883843,0.9028118853596333
IM_0.2,0.5,gamma,"{'shape': 2, 'scale': 2}",16259.39729850256,DelayedEventLoggingPolluter,1.0,0.6687796902955148,0.5362076478993554,0.9999831495205912,0.9776138828633406,0.9552056846054118,0.9062070582693268,0.8514991342385856,0.9281937794857243,0.9340369084523882,0.9774340139442231,0.953114557181852,0.9075070653449585,0.45434626238034637,0.9011783283166342
