,Unnamed: 0,algorithm,percentage,pollution_pattern,fitness_tbr_cl-bm,precision_tbr_cl-bm,generalization_tbr_cl-bm,fitness_tbr_cl-cm,precision_tbr_cl-cm,generalization_tbr_cl-cm,fitness_tbr_pl-pm,precision_tbr_pl-pm,generalization_tbr_pl-pm,fitness_tbr_pl-cm,precision_tbr_pl-cm,generalization_tbr_pl-cm,fitness_tbr_cl-pm,precision_tbr_cl-pm,generalization_tbr_cl-pm
10,10.0,IM_0.0,0.2,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.512627469447753,0.9157633081860425,0.9985322648144676,0.5323374118772083,0.9153990465609596,1.0,0.471596563431831,0.9157628885736522
11,11.0,IM_0.0,0.3,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5124735045073748,0.9160969874869013,0.9985590623739651,0.5321472553168161,0.9153990400685788,1.0,0.471596563431831,0.9160965678745111
12,12.0,IM_0.0,0.4,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5148307703947804,0.9157632244614844,0.9985199814561747,0.535355835648258,0.9153989693275324,1.0,0.471596563431831,0.9157628885736522
13,13.0,IM_0.0,0.5,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5084772668250096,0.915291115093747,0.998524917254603,0.5340940533497904,0.9153988790130836,1.0,0.46605742438412845,0.9152908630292327
14,14.0,IM_0.0,0.6,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5051086563828091,0.915291115093747,0.9985355255570112,0.5304458762394841,0.9153988790130836,1.0,0.46605742438412845,0.9152908630292327
15,15.0,IM_0.0,0.7,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5135960636951431,0.9160968618630417,0.998511021769571,0.533359676255816,0.9153989209371,1.0,0.471596563431831,0.9160965678745111
16,16.0,IM_0.0,0.8,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5034819216806089,0.9156249619424819,0.9985406342264842,0.5275122877524856,0.9153990465609596,1.0,0.46605742438412845,0.9156245423300917
17,17.0,IM_0.0,0.9,AggregatedEventLoggingPolluterhour,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5087010323214606,0.9157631825621829,0.998540095721968,0.5275760977758371,0.9153989144447192,1.0,0.471596563431831,0.9157628885736522
18,18.0,IM_0.0,0.1,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5038136903287445,0.9152913244669294,0.9985245801036244,0.5283807822667541,0.9153990818938852,1.0,0.46605742438412845,0.9152908630292327
19,19.0,IM_0.0,0.2,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5094277489031385,0.9157632244614844,0.9985266853495443,0.5284259002748252,0.9153989628364014,1.0,0.471596563431831,0.9157628885736522
20,20.0,IM_0.0,0.3,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5048001442388604,0.9156247943946059,0.9985776958265646,0.5300399631238228,0.9153988725207027,1.0,0.46605742438412845,0.9156245423300917
21,21.0,IM_0.0,0.4,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5051982207957298,0.9156249200925353,0.9985324733954326,0.5293204514957793,0.9153990176920254,1.0,0.46605742438412845,0.9156245423300917
22,22.0,IM_0.0,0.5,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5119386530845021,0.9157632663360958,0.998546953959594,0.5319925704113592,0.915399004711013,1.0,0.471596563431831,0.9157628885736522
23,23.0,IM_0.0,0.6,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5113833206651517,0.9160968618630417,0.9985348790957195,0.5299272320407031,0.9153989209371,1.0,0.471596563431831,0.9160965678745111
24,24.0,IM_0.0,0.7,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5031212790960238,0.9156248363186223,0.9985546324360783,0.5272108197843306,0.9153989274282309,1.0,0.46605742438412845,0.9156245423300917
25,25.0,IM_0.0,0.8,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5113264990626591,0.9160968618630417,0.9985222222908311,0.5310178132462654,0.9153989144447192,1.0,0.471596563431831,0.9160965678745111
26,26.0,IM_0.0,0.9,AggregatedEventLoggingPolluterday,1.0,0.5610530725384172,0.7968022568517868,1.0,0.5121873114361892,0.9153986399295818,1.0,0.5082666921312727,0.915291115093747,0.9985416738903999,0.5338169925472234,0.9153988790130836,1.0,0.46605742438412845,0.9152908630292327
